contour_points,amount_contours,rect_area,hull_area,approximation_area,contour_perimeters,corners,harris_corners,ratio_wide_length,contour_length_area_ratio,contour_length_rect_area_ratio,contour_length_hull_area_ratio,contour_rect_length_ratio,contour_hull_length_ratio,extent,solidity,hull_rectangle_ratio,labels
1749,14,65025.0,65025.0,49274.5,1846.3401814699173,89,301,1.0,0.03751999474633795,0.02839431267158658,0.02839431267158658,1.8101374328136444,1.8101374328136444,0.7567781622452903,0.7567781622452903,1.0,0
773,6,24918.180875477847,18716.5,15446.5,847.1442233324051,79,473,2.3046160395464104,0.05487218468973055,0.033997033233115564,0.04526189316017445,1.2326718398218939,1.4723618066786872,0.6195676994701139,0.8248604172788716,0.7511182334509433,0
960,12,30869.066601276398,20913.5,18137.0,1071.0092282295227,100,882,2.1480488085527996,0.05887253893082249,0.03469522554936073,0.051211381558778905,1.4189989816727684,1.7559339787546484,0.5893278288902906,0.8698687450689746,0.6774905205308428,0
779,4,30090.0,29762.0,25676.5,810.0660153627396,80,619,2.1610169491525424,0.0315575299621239,0.026921436203480874,0.027218131018168792,1.0858793771618493,1.0931291769975364,0.8530907278165504,0.8624924400241919,0.9890993685609837,0
2024,7,65025.0,65025.0,46718.0,2146.607207298279,100,805,1.0,0.04607837563427379,0.03301202933176899,0.03301202933176899,2.1045168699002734,2.1045168699002734,0.7164321414840445,0.7164321414840445,1.0,0
893,17,34236.42777006002,23762.0,20435.5,1015.192993760109,98,208,0.5353202300185753,0.04965118693957934,0.029652421700604576,0.042723381607613374,1.3073210368312196,1.6147691953038188,0.5972147601766034,0.860470499116236,0.6940560551349351,0
885,19,33495.9592079781,23401.5,20044.0,1003.8792854547501,96,216,0.532353372717657,0.050017652049263846,0.02997016085497397,0.04289807428817598,1.30585923311187,1.610736245341337,0.5991916778791512,0.8576586970920668,0.6986365088009245,0
734,22,26046.01282698987,19120.0,14892.0,887.2590091228485,81,197,3.4581332382494328,0.059408035428379545,0.03406506074524531,0.04640475989136237,1.14661498778559,1.3204396761297925,0.5734083024225414,0.7811192468619247,0.7340854865965176,0
875,20,34118.046893333085,23797.5,20401.5,993.0508583784103,100,279,0.5294724019606812,0.04864200525965126,0.029106321985050667,0.041729209302591046,1.2788789341768678,1.577979273495944,0.5983783322599671,0.8578842315369262,0.6975047567758108,0
1666,5,65025.0,65025.0,49946.5,1768.7249574661255,70,523,1.0,0.03544610027187169,0.027200691387406776,0.027200691387406776,1.7340440759471818,1.7340440759471818,0.7673817762399078,0.7673817762399078,1.0,0
1694,1,65025.0,65025.0,48289.0,1795.068103313446,68,435,1.0,0.037198858241740844,0.02760581473761547,0.02760581473761547,1.7598706895229863,1.7598706895229863,0.7421145713187236,0.7421145713187236,1.0,0
1571,2,65025.0,65025.0,48522.5,1667.5117543935776,71,503,1.0,0.03441681209468587,0.025644163850727836,0.025644163850727836,1.6348154454838997,1.6348154454838997,0.7451057285659362,0.7451057285659362,1.0,0
1578,3,65025.0,65025.0,48305.0,1675.7543950080872,66,525,1.0,0.03472922148321494,0.02577092495206593,0.02577092495206593,1.6428964656942031,1.6428964656942031,0.7420530565167244,0.7420530565167244,1.0,0
849,2,34424.98809814546,33387.0,31424.0,875.0954529047012,46,254,1.8888890898277204,0.02784932621225877,0.025420356004475838,0.026210664417428975,1.1219174228942457,1.1371793557414547,0.9127817244384985,0.9411597328301434,0.9698478298616643,0
1622,2,65025.0,60708.0,50942.0,1696.558436870575,38,261,1.0,0.03332989738852255,0.026090864081054592,0.027946208685355717,1.6632925851672304,1.7334538607381575,0.7828066128412149,0.8384726889372076,0.9336101499423298,0
756,10,30341.6282577347,22434.5,17816.0,892.6904675960541,95,2056,3.294955126485574,0.0500864314422967,0.02942131055107397,0.03979096782170559,1.082972881147892,1.2712699308981612,0.5874107957754888,0.7944460540685105,0.7393967063808116,0
1672,2,65025.0,65025.0,49384.0,1763.955405473709,47,280,1.0,0.035714829023561635,0.027127341875797142,0.027127341875797142,1.7293680445820678,1.7293680445820678,0.7595540176855056,0.7595540176855056,1.0,0
1020,4,65025.0,65025.0,65025.0,1020.8284270763397,51,347,1.0,0.01569925607585414,0.01569901464169688,0.01569901464169688,1.0008121834081762,1.0008121834081762,0.9999846212995002,0.9999846212995002,1.0,0
939,5,65025.0,39621.0,24259.0,1028.05591070652,83,448,1.0,0.042366978249222975,0.015810163947812688,0.025947247941912624,1.0078979516730588,1.1576715649095042,0.37317185697808536,0.6124403725297191,0.6093194925028835,0
1699,2,65025.0,65025.0,48212.5,1785.570629477501,46,199,1.0,0.03705464341328147,0.02745975593198771,0.02745975593198771,1.7505594406642166,1.7505594406642166,0.7410611303344867,0.7410611303344867,1.0,0
1653,2,65025.0,65025.0,48550.0,1742.8843377828598,41,186,1.0,0.035966535030652204,0.026803296236568394,0.026803296236568394,1.708710135081235,1.708710135081235,0.7452287581699346,0.7452287581699346,1.0,0
603,5,20778.163330595708,14336.5,12242.5,675.4873691797256,44,241,2.2468982828124395,0.05518011429806197,0.03250948404015455,0.04711661627173478,1.0816996315045762,1.3394280397913354,0.5891521692860346,0.8538694939490112,0.6899791753436455,0
486,15,14918.455723071238,11323.5,9845.5,549.7888848781586,42,188,0.6438507653745276,0.05582179763205996,0.03685293538981489,0.04855291075004712,1.0985864671238734,1.3527229800444973,0.6601889755096181,0.8697840773612399,0.759026283296087,0
1020,2,65025.0,65025.0,65014.0,1022.4852812290192,42,197,1.0,0.015727397308677022,0.015724494905482802,0.015724494905482802,1.0024365502245285,1.0024365502245285,0.9998154555940023,0.9998154555940023,1.0,0
877,17,32367.926216554362,23701.5,19895.5,997.5361396074295,97,461,0.48338697967685534,0.05017913627643701,0.030818660822862547,0.04208746870904498,1.299374132338528,1.5762844291618565,0.6141728038737545,0.8387443832668818,0.7322526578140192,0
840,9,24245.36503518652,18404.0,14649.0,951.0092282295227,92,722,2.778325136026937,0.06489315784575385,0.0392243724460058,0.05167405065363631,1.3472015643588766,1.544533712555486,0.6044454261147096,0.7962942838513367,0.7590729186090152,0
756,3,30526.639070287347,21909.5,18499.0,871.979790687561,87,581,0.41206970437119456,0.04701206548887001,0.028564552706894276,0.03979916432084534,1.1343997854377827,1.3477861120431034,0.6076004619209266,0.8465734042310413,0.7177173992051188,0
1517,38,53804.985778809525,34480.5,25718.5,1656.589962363243,100,1258,0.8274509597420439,0.06442992288910578,0.030788781715758246,0.04804425580728943,1.7774572739678198,2.036199746919264,0.47786463703752485,0.7456823421934137,0.6408420985696041,0
648,16,20728.88892688416,14180.0,12475.0,725.8721451759338,84,559,2.5826993406521535,0.05818614390187846,0.035017416887912406,0.05118985508998123,1.1307554383015976,1.3666678688248846,0.6018171086739074,0.8797602256699577,0.684069467013708,0
972,9,24277.941686230944,19507.0,11916.5,1070.5828220844269,66,331,2.390742148657466,0.08891145437126707,0.04409693523119384,0.0548819819595236,1.5665921547654496,1.8452219420447242,0.4959646149421705,0.617265596965192,0.8034865662052089,0
638,11,24408.376931250095,16994.0,14878.0,724.9848430156708,73,289,0.457435251437389,0.04869264846636247,0.029702296267289742,0.04266122413885317,1.0767255676107128,1.313035075340753,0.6099954962977314,0.8761327527362599,0.6962363801520349,0
708,7,24206.456694716588,17719.5,14679.5,827.2934989929199,74,498,0.3609830937766487,0.0563282834474651,0.03417656327922991,0.04668830943271085,1.1736935164327462,1.3735429106114323,0.6067389451181284,0.828860859505065,0.732015438007808,0
716,4,26285.12294660951,19442.0,16537.5,790.558436870575,71,459,0.5186756781194838,0.047779429280223315,0.030076269320724186,0.04066240288399213,1.1561971108828821,1.4064950985151903,0.6294815524967613,0.8510441312622158,0.7396579441340526,0
761,5,29469.364237335976,21845.0,18646.5,844.256921172142,80,446,0.48999036215643793,0.04524784528081797,0.02864863029866513,0.03864760453980966,1.1552329308683793,1.4051355030059864,0.6331490509849806,0.8541313801785305,0.7412782924011524,0
800,4,33184.362448730506,24250.0,20597.0,912.6660823822021,80,560,0.4096978341634522,0.04422474596027534,0.027502896395621937,0.0376357147374104,1.1374203073444065,1.378420730044239,0.6218893019832443,0.8510103092783505,0.7307658852107223,0
825,5,33262.90915633086,24310.5,20648.0,949.6782749891281,89,673,0.34793554581030695,0.045939207884345294,0.02855066796851044,0.0390645307578671,1.139322479280462,1.3638489122851887,0.6214880334982801,0.850352728244997,0.730859104528235,0
1748,4,65025.0,65025.0,49920.5,1846.5828220844269,90,857,1.0,0.03706062742512798,0.02839804416892621,0.02839804416892621,1.8103753157690459,1.8103753157690459,0.7662591311034218,0.7662591311034218,1.0,0
692,2,22110.778498761356,15210.5,13064.5,785.6122596263885,73,803,3.2375311902575246,0.0600483268077955,0.03553073717736345,0.051649338261489666,1.1216834502035793,1.321575846760083,0.591702368179072,0.8601295157950101,0.6879224085597931,0
846,5,28340.753848808352,19701.5,17316.0,924.7005722522736,100,887,0.8276297048740138,0.05325082477698091,0.032627945508625016,0.0469355415705542,1.3670841825323556,1.6988201183127096,0.6127218807459545,0.8814049691647844,0.695164994731726,0
1358,26,30263.415566724725,24157.5,16680.0,1550.1950817108154,100,995,0.3418245374900257,0.09256001204387482,0.051223401347179336,0.06417034385639306,1.9413474798791757,2.213792570723854,0.55340746199232,0.693283659319052,0.798241029560513,0
542,2,24519.32662562793,17373.5,15552.0,608.2741661071777,54,175,1.6461429140920993,0.03906957197682431,0.02480794743650918,0.03501160768452976,0.9417498923978816,1.1384264211834487,0.634968498022579,0.8961349181224278,0.7085635044251576,0
733,2,27062.29635015526,19244.0,16639.0,824.5411919355392,83,511,0.4744670167646565,0.049514558891189865,0.03046826408472202,0.04284666347617643,1.1707603071577637,1.4361743214530365,0.6153395035120316,0.8653346497609644,0.7111000393685954,0
1703,6,65025.0,65025.0,49732.5,1801.168608546257,82,690,1.0,0.0362295181290796,0.02769963258048838,0.02769963258048838,1.7658515770061343,1.7658515770061343,0.764559784698193,0.764559784698193,1.0,0
787,4,34634.082411183044,25379.5,21949.0,906.7077125310898,84,612,0.4174433967261747,0.041156928464224134,0.026179637207259222,0.0357259880033527,1.110397675479403,1.3309199498885973,0.6360930755563065,0.8680431056561398,0.7327897329194198,0
912,2,51000.0,38055.0,28214.5,970.8183224201202,75,588,0.7843137254901961,0.03445428265678107,0.019035653380786673,0.025510926880045203,1.0668333213407915,1.1779684430346073,0.5524901960784314,0.7404283274208383,0.7461764705882353,0
789,2,25496.17980229156,17154.5,14954.0,881.369619011879,91,840,2.2441405447547242,0.058732523840461064,0.03456869326488914,0.05137833332431018,1.2744297157735673,1.553297056360126,0.5885783719901142,0.87478504182576,0.672826287429075,0
784,5,28451.61631652899,20299.5,18159.5,859.3868639469147,100,845,0.7894736757497187,0.047167226341762604,0.030205203612550236,0.04233537101637551,1.2648783419350387,1.5601010608026573,0.6403854107021356,0.8975590531786497,0.7134744042013174,0
670,6,24510.081498710555,17697.0,15380.5,759.4701242446899,79,689,0.4040338486866417,0.04930023526417981,0.030986030147824875,0.042915190385076,1.0980942523268515,1.3293338408088937,0.6285168819536744,0.8704865231395151,0.7220294229103652,0
1305,9,35199.7075047791,26588.5,20962.5,1432.1635562181473,100,736,0.879704601587295,0.06799589584418503,0.04068680275322461,0.05386402227346963,1.9044602936922712,2.3428691158119217,0.5983714494542411,0.7921657859600956,0.7553613903294524,0
793,5,28382.82621383434,21109.0,17492.0,872.1147857904434,72,517,0.5358628232862359,0.04971439565571859,0.030726847961509828,0.041314831862733596,1.233645050715989,1.5112322171232915,0.6180674140001409,0.8310436306788573,0.7437243860412697,0
748,3,30228.842766766436,22307.5,19177.0,862.3229365348816,67,522,0.3975822697754476,0.04483559177116839,0.028526495148630655,0.038656189018710374,1.1188330925648688,1.3095834515127505,0.6362466518614052,0.8621763980723972,0.7379541510111941,0
670,2,19416.43257466168,15594.0,12276.5,727.9898953437805,59,970,0.3364468460562539,0.059282564767408834,0.03749349385086335,0.046683974307027094,1.133749677171746,1.2890365002218598,0.632453976948645,0.7874823650121842,0.8031341462978152,0
524,2,13688.0,10108.5,8287.0,560.4507913589478,34,762,0.2457627118644068,0.0676138003811012,0.04094468084153622,0.0554435169766976,0.953147604351952,1.0736214219458649,0.6055669199298656,0.8200029677993768,0.7384935710111046,0
638,2,24787.755233606324,18534.5,15870.0,746.5239470005035,85,448,2.68763798294926,0.04699552703811794,0.0301166418647056,0.04027753362650752,1.0539797183302901,1.2252851269836003,0.6408406025594324,0.8570503655345437,0.7477280546514196,0
753,3,18060.604902777937,13074.0,10754.0,855.3107439279556,65,539,4.4113754217188115,0.07927250974817698,0.04735781268302916,0.065420739171482,1.2351142448596009,1.4138996730210567,0.5974052396406969,0.8252638825149151,0.7238960195618399,0
748,5,29702.150985985994,22067.0,18897.0,861.4945094585419,65,492,0.40183809638624,0.04555520646494325,0.029004448528492443,0.03903994695511587,1.1302024989825779,1.336838268688408,0.6366878953959445,0.8569810123714143,0.7429428262758345,0
739,25,13978.0,11131.5,10218.0,766.7523070573807,100,947,0.24066390041493776,0.07505773648449715,0.05485422142347837,0.06888131043052424,1.282194493406991,1.366176306777,0.7308270138789527,0.917711000314423,0.7963585634568607,0
