 contours_points,amount_contours,contour_length_area_ratio,contour_length_rect_area_ratio,contour_length_hull_area_ratio,contour_rect_length_ratio,contour_hull_length_ratio,extent,solidity,aspect_ratio,hull_rectangle_ratio,corners,harris_corners,type 
 1060,2,0.01650415,0.016479784,0.016479784,1.050586254,1.050586254,0.998523645,0.998523645,1,1,30,76,0 
 1345,1,0.024161097,0.021149367,0.021149367,1.348272145,1.348272145,0.875347943,0.875347943,1,1,35,86,0 
 1410,1,0.025057891,0.022168093,0.022168093,1.413215911,1.413215911,0.884675125,0.884675125,1,1,38,130,0 
 1662,3,0.032618039,0.026731499,0.027264198,1.704132842,1.763777267,0.819531146,0.835862567,1,0.980461596,55,224,0 
 866,4,0.024935465,0.018983869,0.021292687,1.011281107,1.055699359,0.761320047,0.853911789,0.717647059,0.891567556,54,224,0 
 1820,1,0.035003388,0.029097633,0.029341519,1.854973904,1.890126965,0.831280476,0.838247951,1,0.99168805,52,225,0 
 555,2,0.056405994,0.03732615,0.047292064,0.974942498,1.09409384,0.66174083,0.838422656,4.482074618,0.789268784,50,264,0 
 572,2,0.055068044,0.031629596,0.044423619,0.998916521,1.184068665,0.574372963,0.806704135,0.342586726,0.711999527,47,422,0 
 1013,2,0.015871216,0.015725135,0.015773529,1.002477364,1.008978136,0.990795848,0.993845015,1,0.996931949,65,236,0 
 1891,2,0.040061284,0.030616309,0.031291709,1.951789669,2.005464658,0.764236832,0.781096013,1,0.978415994,66,213,0 
 711,3,0.027055013,0.025042406,0.026399621,0.986426497,1.020908876,0.925610595,0.975775598,2.236842105,0.948589611,33,162,0 
 1413,1,0.028526876,0.022921306,0.02300693,1.461233266,1.479557059,0.803498654,0.806500162,1,0.996278354,55,173,0 
 1690,1,0.041004893,0.027646221,0.028286556,1.762446588,1.809627544,0.674217609,0.689833682,1,0.977362553,61,160,0 
 1018,2,0.01566898,0.015668257,0.01566886,0.998851399,1.000174884,0.999953864,0.99999231,1,0.999961553,46,145,0 
 1007,2,0.015598068,0.015569166,0.015595064,0.992534213,1.000963736,0.998147105,0.999807446,1,0.998339339,53,213,0 
 1007,2,0.015606483,0.015569166,0.015600351,0.992534213,1.001514615,0.997608851,0.999607058,1,0.998001008,60,206,0 
 1605,2,0.03219475,0.026409108,0.026613538,1.683580465,1.715227824,0.820292392,0.82664218,1,0.992318577,56,87,0 
 1008,2,0.015600243,0.015578175,0.015598801,0.993108513,1.000729207,0.998585399,0.999907606,1,0.998677671,45,184,0 
 750,2,0.060290507,0.037875953,0.047155762,1.178440364,1.319057836,0.62822416,0.782142392,3.920757839,0.803209449,71,950,0 
 525,5,0.060463088,0.042114658,0.052452781,1.005656073,1.115676808,0.696535022,0.867517401,0.277272727,0.80290611,62,1068,0 
 1621,12,0.03174825,0.026094596,0.026094596,1.663530468,1.663530468,0.821922338,0.821922338,1,1,86,516,0 
 1859,1,0.042084602,0.030748457,0.030748457,1.960214107,1.960214107,0.730634371,0.730634371,1,1,62,218,0 
 1840,1,0.038562461,0.029991246,0.029991246,1.911941962,1.911941962,0.777731642,0.777731642,1,1,54,246,0 
 1974,1,0.046560621,0.032956542,0.032956542,2.100979533,2.100979533,0.707820069,0.707820069,1,1,75,181,0 
 1012,2,0.015657263,0.015639686,0.015649794,0.997029963,1.002322396,0.998877355,0.999522952,1,0.999354095,57,221,0 
 1002,2,0.015806887,0.015562339,0.015726803,0.992099142,1.013463733,0.984529027,0.994933561,1,0.989542484,53,141,0 
 660,4,0.028254315,0.0200774,0.026336184,0.961442226,1.175059335,0.710595896,0.932111942,1.646846904,0.762350383,81,145,0 
 1505,1,0.040015822,0.024820272,0.024820272,1.582292314,1.582292314,0.620261438,0.620261438,1,1,60,63,0 
 1927,3,0.049758067,0.031246383,0.031246383,1.991956887,1.991956887,0.627966167,0.627966167,1,1,64,175,0 
 1763,1,0.039504599,0.028711536,0.028711536,1.83036039,1.83036039,0.726789696,0.726789696,1,1,73,238,0 
 558,2,0.075419834,0.042890885,0.059178828,0.967681187,1.084150625,0.568695041,0.784658691,4.519333817,0.724767402,52,795,0 
 1012,3,0.016446795,0.015881748,0.016176419,1.012461448,1.046548187,0.965643983,0.983560592,1,0.981783929,55,178,0 
 1065,7,0.016590475,0.016563048,0.016563048,1.055894306,1.055894306,0.99834679,0.99834679,1,1,76,530,0 
 1008,2,0.015651084,0.015590915,0.015629971,0.993920697,1.003584501,0.996155563,0.998650992,1,0.9975012,55,88,0 
 609,3,0.033099242,0.027457658,0.031563106,1.037018311,1.186280425,0.829555489,0.953589971,0.426086958,0.869928916,56,130,0 
 941,2,0.054570851,0.028915888,0.040260257,1.354487801,1.664014667,0.529877892,0.7377612,0.595841111,0.718224125,71,136,0 
 1905,1,0.040315734,0.030538587,0.030538587,1.946834941,1.946834941,0.757485582,0.757485582,1,1,48,137,0 
 1846,1,0.040084303,0.030070779,0.030070779,1.917012131,1.917012131,0.750188389,0.750188389,1,1,53,103,0 
 420,2,0.047257465,0.031812339,0.044385757,0.923525659,1.105908829,0.673170668,0.939232708,0.523406803,0.716724048,27,80,0 
 1644,1,0.033416831,0.027155383,0.027155383,1.731155667,1.731155667,0.812625913,0.812625913,1,1,54,194,0 
 1792,2,0.037897843,0.029826375,0.029826375,1.901431392,1.901431392,0.787020377,0.787020377,1,1,53,218,0 
 796,2,0.028309688,0.023892801,0.024706667,1.054499572,1.066586652,0.843979666,0.872728365,0.529411765,0.967058824,51,292,0 
 1740,1,0.040183703,0.028720919,0.02988244,1.830958598,1.913011658,0.714740484,0.743645746,1,0.961130334,72,270,0 
 1497,1,0.031581748,0.0244934,0.025458086,1.561454242,1.632133191,0.775555556,0.806101245,1,0.962106882,70,288,0 
 366,33,0.111775406,0.056436559,0.07597601,1.037306205,1.212407453,0.504910351,0.67972028,0.332213515,0.742820784,74,419,0 
 1485,1,0.029552134,0.024130494,0.024134576,1.538318969,1.542484941,0.816539792,0.816677946,1,0.999830834,44,181,0 
 1557,3,0.030563349,0.025352427,0.025554222,1.616217048,1.649914497,0.829504235,0.836106741,1,0.992103275,45,206,0 
 1449,1,0.027761787,0.0235259,0.023708935,1.499776118,1.530229797,0.847420223,0.854013298,1,0.992279892,44,146,0 
 1453,1,0.027766428,0.023498239,0.023650631,1.498012582,1.528575156,0.846282402,0.851770733,1,0.993556562,47,205,0 
 1406,1,0.028141914,0.023164014,0.023425918,1.476705742,1.512979965,0.823114384,0.832420915,1,0.988819921,30,63,0 
 1537,1,0.029138997,0.024446061,0.024446061,1.558436392,1.558436392,0.838946559,0.838946559,1,1,40,121,0 
 1589,1,0.03117824,0.026188523,0.026188523,1.669518356,1.669518356,0.839961553,0.839961553,1,1,35,223,0 
 1025,8,0.085782895,0.052174916,0.066416794,1.67965056,1.92735252,0.608220507,0.774242861,0.334616472,0.785568117,69,398,0 
 1526,1,0.027006298,0.023952022,0.023952022,1.526941401,1.526941401,0.886905037,0.886905037,1,1,33,150,0 
 1531,1,0.027958863,0.024251868,0.024251868,1.546056571,1.546056571,0.867412534,0.867412534,1,1,39,399,0 
 850,7,0.118833521,0.068349062,0.083288588,1.563750656,1.716186126,0.575166517,0.70088463,0.245689655,0.820629377,100,954,0 
 271,3,0.065412814,0.049845618,0.062100605,0.922243886,1.124697568,0.762016111,0.949364514,0.508802244,0.802659146,34,531,0 
 385,2,0.052292936,0.037073995,0.048071768,0.91672875,1.08455521,0.708967554,0.919278415,2.186082989,0.7712218,28,174,0 
 596,13,0.088686671,0.045552436,0.055587926,1.147537817,1.283758267,0.513633399,0.62679008,0.313283553,0.819466381,50,660,0 
 1580,2,0.033369467,0.025737982,0.025737982,1.640796333,1.640796333,0.771303345,0.771303345,1,1,74,897,0 
 640,2,0.05901936,0.036751506,0.048812977,1.014099608,1.142181411,0.622702547,0.827067198,4.743047678,0.752904418,46,417,0 
 551,2,0.063291185,0.035467862,0.047279009,1.039635451,1.21109584,0.560391817,0.747007796,2.960676971,0.750182019,47,515,0 
 662,3,0.072185974,0.037866465,0.049935036,1.113417405,1.268895693,0.524568179,0.691755385,0.326359833,0.758314559,60,825,0 
 594,2,0.05843567,0.035637153,0.046365503,1.013177241,1.15441571,0.609852732,0.793445223,3.828876812,0.768613528,64,330,0 
 601,2,0.044535796,0.026033374,0.038056205,0.911645274,1.068257776,0.584549433,0.854508249,3.543307262,0.684076992,77,190,0 
 891,4,0.03483738,0.028723761,0.030150096,1.211147562,1.231606724,0.824509804,0.865452467,2.023809524,0.952692188,74,732,0 
 1101,2,0.06214489,0.038622926,0.051567091,1.539826904,1.799211732,0.621498029,0.829788112,2.72177589,0.748984012,85,268,0 
 1556,1,0.030593361,0.024948469,0.024948469,1.590464869,1.590464869,0.815486351,0.815486351,1,1,54,517,0 
 1611,1,0.031553366,0.025482164,0.025482164,1.624487944,1.624487944,0.807589389,0.807589389,1,1,77,81,0 
 602,24,0.099473318,0.048845342,0.070900105,1.407373533,1.685483651,0.491039636,0.712754997,1.628552822,0.688931875,45,489,0 
 513,2,0.049134315,0.03843996,0.044222623,1.003482959,1.105785963,0.782344483,0.900035411,3.687968012,0.869237447,57,1184,0 
 1786,14,0.042533316,0.0294793,0.0294793,1.879305371,1.879305371,0.693087274,0.693087274,1,1,99,970,0 
 1517,1,0.029610886,0.024253148,0.024253148,1.546138199,1.546138199,0.819061899,0.819061899,1,1,65,1005,0 
 570,2,0.060773328,0.031877861,0.047505222,0.965273559,1.155220487,0.524537037,0.781678804,0.3375,0.671039095,59,788,0 
 1960,2,0.03991322,0.031734769,0.031734769,2.023091553,2.023091553,0.795094195,0.795094195,1,1,91,490,0 
 574,2,0.05234698,0.030813182,0.042791122,0.960974581,1.139370626,0.588633418,0.817451588,0.330677291,0.720083521,61,230,0 
 569,3,0.05786228,0.032769338,0.04640538,0.974088549,1.149122092,0.566333333,0.801997095,0.312,0.706153846,52,517,0 
 828,2,0.032306342,0.017099613,0.026089025,0.966333481,1.090586937,0.529295856,0.807551174,1.256157635,0.655433208,64,2005,0 
 361,6,0.048719304,0.039633566,0.046481921,0.982525774,1.169280632,0.813508461,0.95407604,0.694214876,0.852666273,56,1097,0 
 2127,6,0.038768687,0.0340291,0.0340291,2.1693551,2.1693551,0.87774702,0.87774702,1,1,58,68,0 
 503,2,0.07217596,0.055194917,0.063199339,0.964018078,1.040633663,0.76472716,0.875628661,0.173728814,0.873346424,41,993,0 
 415,2,0.069959134,0.044639342,0.059697809,0.962812507,1.112893334,0.638077399,0.853324021,0.297464617,0.747755112,24,298,0 
 1732,2,0.032645525,0.027795261,0.027795261,1.771947906,1.771947906,0.851426374,0.851426374,1,1,51,455,0 
 494,2,0.05536616,0.04491284,0.050580444,0.948520269,1.035218833,0.811196581,0.913562422,4.326923077,0.887948718,51,246,0 
 765,20,0.076834322,0.03419702,0.047896306,1.197360821,1.414218999,0.445074791,0.623371234,2.805626459,0.713980317,70,266,0 
 1034,4,0.040760319,0.030193463,0.031498857,1.364438779,1.390250049,0.740756303,0.772782397,0.549019608,0.958557423,74,417,0 
 681,12,0.058291054,0.033023131,0.045549599,1.10186952,1.301651727,0.566521429,0.781416625,0.335628671,0.724992802,61,554,0 
 555,2,0.03862551,0.022708478,0.031754454,0.903560314,1.102711376,0.587913998,0.822110921,0.493812351,0.715127343,80,811,0 
 447,9,0.051883478,0.038658001,0.045339979,1.083605701,1.274311731,0.745092694,0.87388087,0.748091603,0.852625019,57,258,0 
 768,2,0.028088863,0.020072995,0.025805927,0.97526986,1.053446614,0.714624703,0.918724511,0.615686275,0.777844386,32,305,0 
 642,2,0.041176604,0.022901231,0.03227807,0.97686547,1.19137536,0.55617095,0.783893433,0.512701627,0.709498162,62,191,0 
 622,3,0.055104291,0.033085811,0.045019742,1.04397609,1.219234623,0.600421677,0.816991581,3.003759525,0.734917827,68,188,0 
 446,2,0.067414705,0.047345496,0.056513535,0.986366773,1.091494394,0.702302208,0.838296854,0.289066947,0.837772686,33,211,0 
 794,5,0.059909681,0.036760182,0.049095111,1.184778251,1.371386246,0.613593348,0.819485438,0.25665698,0.748754425,80,470,0 
 604,15,0.074035526,0.036137992,0.052370344,1.137782081,1.374471214,0.488116901,0.707367748,0.476923077,0.690046871,44,285,0 
 678,6,0.042327476,0.026479936,0.033852014,1.045052827,1.226760995,0.625596867,0.799764535,0.489781746,0.782226317,80,902,0 
 1160,14,0.059030048,0.020574077,0.032847156,1.25806284,1.435662286,0.34853567,0.556448068,1.085106383,0.626357947,100,364,0 
 596,2,0.05153125,0.029963792,0.041093421,0.972975982,1.1346514,0.581468365,0.797446614,3.384177908,0.729162749,71,1154,0 
 564,3,0.052026239,0.032692468,0.041684928,0.97696521,1.111146422,0.628384232,0.801228942,0.355263158,0.784275504,55,44,0 
 643,57,0.059465599,0.025797209,0.041060981,0.970439792,1.146206772,0.43381736,0.690499745,2.244310015,0.628265778,61,1030,0 
 560,2,0.041455001,0.025959872,0.036036814,0.926873051,1.112204264,0.626218089,0.869299549,0.408533327,0.72037089,83,118,0 
 480,2,0.058789021,0.037172309,0.047139264,0.955918165,1.084781946,0.632300187,0.801837867,0.341584158,0.788563639,53,387,0 
 422,26,0.066796322,0.055710102,0.062295519,1.232283231,1.425459848,0.834029484,0.932618999,0.672727273,0.894287469,57,1340,0 
 638,5,0.0580346,0.034573037,0.045999727,1.097909186,1.278573489,0.59573146,0.792625888,3.108405464,0.751592231,74,522,0 
 693,2,0.055357565,0.033333122,0.04390732,1.114349569,1.28854486,0.602142124,0.79315844,3.233601439,0.759170038,18,215,0 
 594,3,0.062140942,0.033161419,0.049088497,1.027274745,1.211236466,0.533648469,0.789954178,3.19999985,0.675543574,48,242,0 
 747,3,0.055559078,0.03322667,0.044797801,1.180995487,1.382703807,0.598042129,0.806309293,2.88417599,0.741703133,68,323,0 
 493,3,0.069268658,0.05108396,0.06093069,0.946609589,1.039685696,0.737475822,0.879628562,0.187234043,0.838394584,40,575,0 
 1315,13,0.022640202,0.020675266,0.020675266,1.318048197,1.318048197,0.913210304,0.913210304,1,1,50,1414,0 
 464,2,0.076496402,0.047493651,0.062440543,0.958124818,1.08332434,0.620861244,0.816254639,0.23923445,0.76062201,37,492,0 
 540,2,0.068279823,0.045177823,0.054416807,1.042589623,1.145311725,0.661657003,0.796967609,0.256637168,0.830218187,46,709,0 
 1607,5,0.02970912,0.025446129,0.025446129,1.622190742,1.622190742,0.856509035,0.856509035,1,1,61,1492,0 
 559,8,0.047610909,0.028496872,0.039935515,0.954167481,1.136432705,0.598536608,0.838789169,0.360279126,0.71357217,59,551,0 
 851,12,0.063768738,0.030368751,0.037709331,1.183510105,1.364027896,0.476232587,0.591345108,2.811550738,0.805337832,77,86,0 
 743,9,0.12040307,0.063766253,0.085256255,1.752405692,2.142273339,0.529606534,0.708090379,1.641183352,0.747936351,51,318,0 
 549,2,0.051754545,0.030801441,0.042195279,0.962633181,1.133314089,0.595144651,0.815296102,2.964813138,0.729973625,49,534,0 
 413,2,0.06907716,0.039712659,0.056278852,0.933329886,1.10260014,0.574902895,0.814724464,2.765625,0.70564089,32,147,0 
 425,12,0.049607423,0.039021032,0.046953869,1.031889525,1.224778849,0.786596639,0.946508924,0.607142857,0.83105042,68,1641,0 
 615,3,0.076008629,0.052460264,0.063196898,1.125067935,1.231510194,0.690188261,0.831443725,0.221901862,0.830108208,48,581,0 
 730,3,0.049879943,0.030216096,0.039608006,1.10631362,1.266573066,0.605776482,0.794066782,3.200309787,0.762878508,100,591,0 
 431,2,0.070835623,0.041069403,0.056917462,0.938284412,1.104193776,0.579784594,0.803514664,0.310219972,0.721560688,34,157,0 
 823,4,0.028683809,0.023838435,0.025092158,1.072275784,1.091125313,0.831076315,0.8747847,0.545098039,0.950035266,54,525,0 
 894,2,0.087429717,0.051468332,0.064676382,1.545114022,1.743509913,0.588682361,0.739752845,3.404160471,0.79578249,88,921,0 
 810,6,0.05816963,0.035928326,0.047312463,1.198098467,1.378516192,0.617647495,0.813353342,0.266633318,0.759383976,84,451,0 
 920,4,0.041296494,0.017720259,0.027829463,1.043869066,1.186499112,0.429098397,0.673894092,1.164383562,0.636744561,78,355,0 
 1745,18,0.035992615,0.028243617,0.028243617,1.80053058,1.80053058,0.784705882,0.784705882,1,1,100,909,0 
 763,3,0.029563303,0.025098405,0.026740109,1.035558723,1.059863238,0.8489716,0.904503425,0.47843137,0.93860518,68,2721,0 
 779,2,0.027931715,0.024816069,0.025110302,1.040805517,1.044905304,0.888454902,0.898988937,2.04,0.988282353,48,1704,0 
 1068,29,0.147997925,0.049412401,0.072697203,1.813497703,2.174180824,0.333872254,0.491204205,0.530278997,0.679701539,61,372,0 
 1656,1,0.034637346,0.02756925,0.02756925,1.757539674,1.757539674,0.795940023,0.795940023,1,1,59,715,0 
 749,6,0.072128673,0.04758873,0.057706113,1.272771438,1.404982374,0.659775489,0.800044022,4.51754937,0.824673982,76,858,0 
 837,9,0.038499439,0.017240911,0.025338966,0.987535563,1.108037262,0.447822398,0.658164538,1.225961538,0.680411011,100,594,0 
 887,7,0.078817151,0.050965979,0.063534586,1.536870891,1.749638538,0.646635644,0.806101017,0.359649123,0.802176936,60,379,0 
 1004,10,0.0447189,0.02230098,0.039890707,1.223708942,1.427300311,0.498692488,0.892032375,1.01376147,0.559052005,96,422,0 
 1060,3,0.050197511,0.019403008,0.030464143,1.186454186,1.350545733,0.386533263,0.606885529,1.085106394,0.636912967,93,637,0 
 481,2,0.051702328,0.030798608,0.041768961,0.956301603,1.148231547,0.595690943,0.807873899,2.29383014,0.737356342,58,1068,0 
 858,11,0.038147734,0.018061337,0.026357623,1.026256974,1.150045348,0.473457676,0.690935485,0.803921569,0.685241511,100,321,0 
 472,2,0.055688804,0.03190163,0.045018231,0.96513905,1.177629074,0.572855359,0.808389262,0.470899471,0.708638012,73,149,0 
 1084,4,0.066543982,0.044372364,0.056315637,1.585978864,1.828081964,0.666812571,0.846291961,0.317864348,0.78792261,100,509,0 
 688,2,0.066383215,0.040728291,0.054076451,1.181659685,1.322494563,0.613532971,0.814610307,3.960570599,0.753161316,70,346,0 
 1549,6,0.028161944,0.025280352,0.025280352,1.611622451,1.611622451,0.897677816,0.897677816,1,1,26,20,0 
 508,2,0.059495329,0.034948803,0.047989762,0.956833031,1.117670085,0.587420957,0.806613947,0.29044118,0.728255393,57,745,0 
 401,3,0.062240159,0.046158694,0.057526088,1.097433914,1.348409842,0.741622366,0.924259974,0.5911602,0.802395848,57,451,0 
 1580,2,0.032009617,0.025062755,0.025062755,1.597750612,1.597750612,0.782975779,0.782975779,1,1,79,928,0 
 582,2,0.079373946,0.046116709,0.063905644,1.120524476,1.269417918,0.581005623,0.805121171,4.177341161,0.721637492,41,366,0 
 704,3,0.091734264,0.053693247,0.067247625,1.235557235,1.366017115,0.585312886,0.733069876,4.353900784,0.798440783,45,298,0 
 760,3,0.076748272,0.042716888,0.055124053,1.285474151,1.448617773,0.556584362,0.71824488,0.329218107,0.77492284,67,484,0 
 391,3,0.063926371,0.054335759,0.059175056,1.185256311,1.350262024,0.8499741,0.925675199,0.787878788,0.918220668,62,1243,0 
 638,20,0.037306667,0.018524078,0.032043437,0.894465027,1.036588169,0.496535314,0.858919848,1.371257485,0.578092723,100,804,0 
 1856,1,0.043347304,0.030266818,0.030266818,1.925718872,1.925718872,0.698239926,0.698239926,0.996078431,1,100,383,0 
 796,5,0.069047797,0.042931835,0.055093256,1.301502027,1.515854478,0.621769799,0.797900262,0.298115512,0.779257544,70,465,0 
 600,7,0.053473921,0.031966635,0.043169405,0.976871306,1.126999621,0.597798602,0.807298293,0.325301205,0.740492836,68,955,0 
 750,9,0.047849531,0.028097268,0.0383949,1.108248574,1.302719657,0.587200492,0.80240912,0.365071553,0.731796882,86,1833,0 
 1288,72,0.054829797,0.030099105,0.041340536,1.523545517,1.877557293,0.548955241,0.75397936,0.470175823,0.728077279,100,240,0 
 544,6,0.053553582,0.034866799,0.048105133,1.016326761,1.208650017,0.651063794,0.89826172,0.32585292,0.724804119,71,186,0 
 785,2,0.028277054,0.022860708,0.024348675,1.023496388,1.045346776,0.808454382,0.861075379,0.541176416,0.938889209,35,310,0 
 870,5,0.031507658,0.02727886,0.028952461,1.168408976,1.195319904,0.865785074,0.91890235,1.976744186,0.942194862,45,670,0 
 1040,12,0.01607931,0.016057549,0.016057549,1.02366876,1.02366876,0.998646674,0.998646674,1,1,64,1787,0 
 526,2,0.058160822,0.034126362,0.047199058,0.965361474,1.12637032,0.586758595,0.811526671,0.33941603,0.723030575,54,580,0 
 817,3,0.068779573,0.026455718,0.041075957,1.172009536,1.424187989,0.384644993,0.597211579,0.456816326,0.64406821,43,360,0 
 417,2,0.065068727,0.039757713,0.055554859,0.935011681,1.101757403,0.61101108,0.8537874,0.313955826,0.715647806,42,264,0 
 765,2,0.027673208,0.023689184,0.024727127,1.019865537,1.034320483,0.856033183,0.893540312,0.509803922,0.958024133,42,394,0 
 598,12,0.066633608,0.036605222,0.052848274,1.037866209,1.216164151,0.549350742,0.793117409,0.309030651,0.692647438,56,178,0 
 329,3,0.070299958,0.06086236,0.066452469,1.147886916,1.304942074,0.865752445,0.945270396,1.429780191,0.91587809,50,1785,0 
 770,25,0.060865554,0.029743433,0.043539547,1.076166351,1.254200569,0.488674313,0.715339694,3.533095249,0.683136022,78,520,0 
 1246,19,0.081722654,0.047281214,0.057435032,1.872678264,2.147775289,0.578557009,0.702804297,0.489626555,0.82321211,48,410,0 
 545,9,0.071322797,0.049659162,0.063318455,1.005053871,1.101231558,0.696259316,0.887773022,0.204687799,0.784276272,46,1770,0 
 721,10,0.092954014,0.056245719,0.069419086,1.344643508,1.472363128,0.605091881,0.746811061,0.246306287,0.810234224,46,559,0 
 619,15,0.045973399,0.020320078,0.036973054,0.904215997,1.047527616,0.441996417,0.804227103,1.483221477,0.549591545,100,568,0 
 638,14,0.059955443,0.032704177,0.048139984,1.043365517,1.246016678,0.545474697,0.802929335,0.349799011,0.679355796,71,398,0 
 593,5,0.069015277,0.039567479,0.055258119,1.028627218,1.194318921,0.57331478,0.800665026,0.269387755,0.716048237,58,1089,0 
 786,2,0.034845841,0.021696147,0.029461573,1.03734703,1.176046614,0.622632321,0.84548318,1.666666667,0.736421889,89,299,0 
 602,15,0.064451703,0.036078353,0.050763026,1.021303736,1.188371812,0.559773466,0.787613412,0.307053942,0.710721095,51,144,0 
 532,26,0.049840018,0.034779827,0.044447287,1.143032656,1.395631651,0.697829342,0.891799166,0.909048571,0.782496069,84,561,0 
 511,2,0.069251819,0.041136854,0.058082051,0.959641114,1.093694536,0.594018393,0.838707947,0.264573991,0.708254161,44,966,0 
 526,2,0.052476619,0.032208686,0.041956341,0.951524577,1.093528417,0.613772124,0.799524479,0.353982301,0.76767146,70,362,0 
 602,2,0.048345629,0.029585327,0.038838631,0.962836091,1.093763374,0.611954545,0.803353522,0.352,0.76175,79,115,0 
 1600,1,0.029789065,0.025408549,0.025408549,1.619795006,1.619795006,0.852948866,0.852948866,1,1,44,428,0 
 641,8,0.121317503,0.066320471,0.089858609,1.228121524,1.351709026,0.546668609,0.740689564,5.318181818,0.738053613,39,628,0 
 568,2,0.045681045,0.028179824,0.039085978,0.93362917,1.098093095,0.61688221,0.855627918,0.315929653,0.720970176,68,1623,0 
 580,2,0.063590485,0.037852621,0.050465089,1.036752299,1.191108681,0.595256051,0.793594972,3.665005864,0.750075381,54,398,0 
 730,2,0.071182232,0.040347728,0.055907165,1.239579118,1.431389777,0.56682302,0.785408986,3.323345102,0.721691539,54,445,0 
 705,7,0.086571248,0.055780559,0.067408657,1.220195201,1.303935193,0.64433123,0.77864947,5.503906658,0.827498451,66,1526,0 
 881,3,0.039861329,0.017944339,0.032785664,1.028730579,1.196670109,0.450169111,0.822493013,1.058295964,0.547322718,86,1150,0 
 513,2,0.076168415,0.050733281,0.062981413,1.018114032,1.120893856,0.666067177,0.826870475,0.200656096,0.805527827,34,287,0 
 599,2,0.038025196,0.024821288,0.031961417,0.929105803,1.081340959,0.652758978,0.840532617,0.442622944,0.776601603,80,2012,0 
 593,2,0.049143758,0.031306854,0.04000772,0.962685761,1.097271025,0.637046401,0.81409566,0.333333333,0.782520325,69,685,0 
 943,2,0.092846877,0.054480556,0.067875675,1.592803619,1.799380698,0.586778548,0.731049632,3.431579175,0.802652135,81,856,0 
 465,16,0.070669258,0.052101535,0.06267282,1.170735876,1.379094514,0.737258846,0.886847021,2.550470509,0.831325842,65,557,0 
 676,2,0.047034733,0.028003633,0.036013087,1.012745411,1.160856439,0.595381995,0.765670073,3.182117636,0.777596011,56,159,0 
 537,2,0.064390881,0.041026934,0.053575666,0.972851509,1.094513026,0.637154411,0.832038084,0.202755255,0.765775537,52,301,0 
 562,2,0.060876725,0.036875175,0.049645348,1.045084378,1.202938807,0.60573519,0.815506216,0.340807175,0.742772008,66,687,0 
 525,5,0.084088914,0.039076476,0.059261948,1.013528523,1.186202283,0.464704251,0.704753392,0.330143541,0.659385618,58,1161,0 
 1388,30,0.023694233,0.021918942,0.021918942,1.397332567,1.397332567,0.925074971,0.925074971,1,1,100,283,0 
 578,3,0.065635643,0.042611541,0.053606426,1.058872765,1.184486827,0.649213424,0.816727362,3.971953711,0.794896136,40,844,0 
 1008,6,0.015873266,0.015873266,0.015873266,1,1,1,1,0.992094862,1,81,468,1 
 787,3,0.043055739,0.01756128,0.026882885,0.973074019,1.097536522,0.407873149,0.624374033,1.301020408,0.653251301,100,986,1 
 1283,3,0.107892732,0.063225749,0.07436126,2.097381757,2.309908355,0.586005642,0.689214726,3.589078017,0.85025119,47,257,1 
 3820,3,0.097015888,0.06200811,0.06200811,3.953016992,3.953016992,0.639154171,0.639154171,1,1,100,547,1 
 644,19,0.057618763,0.039343827,0.048028017,1.102757362,1.22685529,0.682830123,0.833548212,0.291243058,0.819184917,46,172,1 
 579,2,0.047836715,0.036290152,0.041536725,1.039119353,1.122782356,0.758625495,0.868302206,3.720283283,0.873688319,44,189,1 
 573,2,0.032587031,0.025656127,0.031345125,1.012144398,1.146777776,0.787310988,0.961889564,0.655191238,0.818504554,68,475,1 
 655,2,0.030825247,0.028986776,0.02993334,1.087660915,1.171347474,0.940358293,0.971065705,1.87826087,0.968377617,84,545,1 
 1451,79,0.043601088,0.029792543,0.03219532,1.677757665,1.760528672,0.683298147,0.738406346,1.246305456,0.925368735,84,78,1 
 643,5,0.036198914,0.026616147,0.033779777,0.987465619,1.143013093,0.735274734,0.933171002,0.42438131,0.7879314,98,658,1 
 785,2,0.028360159,0.025160249,0.025347517,1.055240594,1.059382295,0.887168842,0.893772025,2.040000005,0.992612005,26,154,1 
 2400,4,0.063536128,0.047710627,0.050808939,2.725013909,2.980832323,0.750921218,0.799685798,0.990881876,0.939020326,41,56,1 
 850,4,0.020873529,0.019587619,0.02005024,1.005986909,1.015347881,0.938395172,0.960558252,1.482558225,0.976926875,62,326,1 
 546,2,0.044479295,0.036174409,0.040191734,0.990409497,1.085350108,0.81328647,0.90360546,3.949265074,0.900045988,66,324,1 
 556,2,0.040098358,0.038135264,0.039585529,0.971752405,1.037292585,0.951043025,0.987210719,0.275423729,0.963363755,69,166,1 
 1394,113,0.11862811,0.054241806,0.088419165,2.089506801,2.582478773,0.457242437,0.745347495,2.182828181,0.613462096,100,842,1 
 4384,5,0.136301432,0.071344184,0.071344184,4.548191705,4.548191705,0.52342945,0.52342945,1,1,100,603,1 
 503,2,0.036809155,0.033453561,0.036242957,0.959056176,1.036898142,0.908838066,0.984618032,0.422726154,0.923036179,54,419,1 
 524,2,0.034714547,0.031772818,0.034276144,0.950416709,1.026579653,0.915259476,0.987371199,0.420792067,0.926965944,52,452,1 
 546,2,0.052384604,0.044116937,0.051160645,1.028361641,1.130848957,0.842173737,0.976635143,0.222656265,0.862321762,45,582,1 
