 contours_points,amount_contours,contour_length_area_ratio,contour_length_rect_area_ratio,contour_length_hull_area_ratio,contour_rect_length_ratio,contour_hull_length_ratio,extent,solidity,aspect_ratio,hull_rectangle_ratio,corners,harris_corners,type 
 504,2,0.067252906,0.057341348,0.064937464,1.016990454,1.100666579,0.852622605,0.965571118,0.169625936,0.88302414,45,602,1 
 465,2,0.051549308,0.044069263,0.050471874,1.004917824,1.108402784,0.854895339,0.979098953,0.260531592,0.873144983,31,357,1 
 491,2,0.06264511,0.053740926,0.0607961,1.021589467,1.111310338,0.857863067,0.970484373,0.19107518,0.883953509,37,404,1 
 508,2,0.075823363,0.068069587,0.073572439,0.97715226,1.025220476,0.897738971,0.970313589,0.137539428,0.925204987,34,431,1 
 739,2,0.024303751,0.023032939,0.023585571,1.012704393,1.062558635,0.947711279,0.970449803,1.787471165,0.976569088,66,455,1 
 427,2,0.045531411,0.039412693,0.044753895,0.964786675,1.064059759,0.865615447,0.982923529,2.707547105,0.880653908,40,210,1 
 471,2,0.03933676,0.035913484,0.03878095,0.959563405,1.032317813,0.912975146,0.985870466,0.422222222,0.926059942,42,289,1 
 480,2,0.046293407,0.039367656,0.045366444,1.004800968,1.116362034,0.850394433,0.979976347,0.322643911,0.867770366,51,381,1 
 319,18,0.048599365,0.043345001,0.046140812,0.955402856,1.04182716,0.891884106,0.949411845,1.181780284,0.939406971,100,258,1 
 546,2,0.056439639,0.047629388,0.054751336,1.026213831,1.120453416,0.843899597,0.970086569,0.199063176,0.869921947,40,387,1 
 1011,2,0.015657086,0.015605201,0.015644172,0.994831415,1.002588627,0.996686129,0.999175185,1,0.997508889,44,281,1 
 1017,2,0.015665874,0.015659249,0.015664307,0.998277099,1.00092322,0.999577086,0.999900006,1,0.999677047,36,195,1 
 514,2,0.0394102,0.034368208,0.038728272,0.989529644,1.092156364,0.872063775,0.982696659,0.36475021,0.88741909,45,407,1 
 537,2,0.041024689,0.035382102,0.040334248,1.006305639,1.113814554,0.862458757,0.983170115,0.321441398,0.877222308,43,447,1 
 583,2,0.032554858,0.029446891,0.031966788,0.975108323,1.051023927,0.904531395,0.981936021,0.430285404,0.921171415,56,598,1 
 806,2,0.06001342,0.050095212,0.054929466,1.602451893,1.709849542,0.834733492,0.915286376,0.419411964,0.911991606,47,290,1 
 580,2,0.040750861,0.034491185,0.0399396,1.014393409,1.127205706,0.846391569,0.980092155,0.296847214,0.863583659,61,496,1 
 520,2,0.042303262,0.035473626,0.041558461,0.986031505,1.100419137,0.838555324,0.982393764,3.235023113,0.85358372,47,393,1 
 516,2,0.035725218,0.032364994,0.035234817,0.955751511,1.033490529,0.905942516,0.986272986,2.404170847,0.918551485,39,136,1 
 544,2,0.044958287,0.038651985,0.044193314,1.016230253,1.119688206,0.859729929,0.98298483,0.264044929,0.874611594,36,421,1 
 580,2,0.037971136,0.033659869,0.035224492,1.041475537,1.092741598,0.886459376,0.927664975,0.434153601,0.955581379,78,202,1 
 1569,1,0.031166361,0.025549706,0.025549706,1.628793744,1.628793744,0.819784698,0.819784698,1,1,37,433,1 
 525,2,0.073431621,0.066256304,0.071373559,0.974644322,1.019755955,0.902285737,0.971973094,0.137001798,0.928303204,31,387,1 
 870,86,0.036754842,0.031680468,0.03330489,1.232689442,1.256318585,0.861939996,0.906136121,2.276785752,0.951225734,100,791,1 
 856,28,0.08530044,0.06278662,0.066384787,1.441467728,1.511164494,0.736064426,0.778246705,0.219607843,0.945798319,100,206,1 
 720,24,0.092735638,0.069063312,0.081925593,1.270602715,1.363698832,0.744733242,0.883431601,0.168627451,0.843000456,100,136,1 
 1017,2,0.036862424,0.024002806,0.032435355,1.258068556,1.380984882,0.651145627,0.879902946,0.698039216,0.740019828,49,514,1 
 879,52,0.072386726,0.054763161,0.064064505,1.435613698,1.544429475,0.756535948,0.885031106,0.258823529,0.854812834,100,322,1 
 1730,24,0.044470417,0.0306666,0.03089161,1.875199744,1.891558047,0.6895955,0.69465527,0.921568618,0.992716143,66,180,1 
 1198,18,0.021429422,0.019572177,0.020500244,1.232872235,1.287976529,0.91333198,0.956640081,0.976470585,0.95472895,62,185,1 
 884,15,0.022602436,0.021419902,0.022220324,1.08076602,1.101598573,0.947681108,0.9830942,1.526946108,0.963977926,62,544,1 
 1512,16,0.042764195,0.034214176,0.034662205,1.799200281,1.831134228,0.800065957,0.81054267,0.701960749,0.987074446,72,528,1 
 977,3,0.042162666,0.021904521,0.027076154,1.181580261,1.270631187,0.519524106,0.642183166,1.363636423,0.808996769,22,158,1 
 992,22,0.017991548,0.017076156,0.017843776,1.037192398,1.071186953,0.949121028,0.991786629,1.099137931,0.956981068,69,277,1 
 1105,17,0.017760701,0.017280117,0.017634848,1.10160746,1.120543514,0.972941176,0.992913979,1,0.97988466,100,327,1 
 1120,18,0.018299784,0.017606353,0.018012159,1.122404852,1.149699133,0.962107112,0.984282568,1,0.977470438,100,293,1 
 1007,19,0.017884409,0.016783644,0.017593085,1.03975678,1.073291844,0.93845113,0.983710716,0.945098033,0.95399096,100,503,1 
 576,2,0.04635205,0.038746788,0.04545957,1.021807778,1.103643785,0.835923922,0.980745623,0.232845542,0.852335104,54,379,1 
 615,30,0.031216305,0.021232257,0.030417542,0.904408072,1.074283609,0.680165604,0.974411999,0.561181435,0.698026712,100,254,1 
 591,18,0.034994597,0.024313915,0.033801768,0.949476531,1.120071594,0.694790552,0.965913921,0.587677725,0.719308974,100,251,1 
 511,2,0.080908274,0.074642437,0.079363778,0.966495608,1.012266795,0.922556284,0.980910537,8.344827586,0.940510117,29,252,1 
 354,2,0.059890847,0.0510961,0.058764766,0.972474903,1.072663728,0.853153724,0.981197772,3.405541399,0.869502305,28,71,1 
 404,2,0.047621978,0.043006159,0.046956048,0.949638268,1.02432305,0.90307377,0.986016333,0.38125,0.915881148,39,203,1 
 456,2,0.063582879,0.053907223,0.062118267,1.006443664,1.101856162,0.84782608,0.976965306,0.195863748,0.867815955,26,246,1 
 60,1,0.361292438,0.216757927,0.290571365,0.880361493,1.069872505,0.599951465,0.804255319,0.425795047,0.745971398,86,923,1 
 1504,1,0.027178259,0.024046855,0.024046855,1.532987009,1.532987009,0.884782776,0.884782776,1,1,28,282,1 
 430,2,0.061542393,0.051499831,0.060062233,0.996953409,1.092110308,0.836818791,0.975948934,0.216981157,0.857441165,23,299,1 
 1520,1,0.027672683,0.024343875,0.024343875,1.551922017,1.551922017,0.879707805,0.879707805,1,1,32,299,1 
 538,2,0.055635849,0.041372419,0.047524065,1.015561094,1.112834715,0.743628794,0.854198609,4.4588238,0.870557252,27,412,1 
 469,2,0.081467323,0.069693594,0.078847274,0.99986633,1.070746417,0.855479129,0.96783927,7.197062263,0.883906197,18,157,1 
 376,2,0.054239405,0.047223194,0.053153315,0.966919387,1.064206542,0.870643668,0.979975996,2.976878533,0.888433667,25,135,1 
 506,2,0.038815242,0.034696976,0.038203673,0.97244661,1.05568029,0.893900787,0.984244096,0.368507389,0.908210464,35,169,1 
 554,2,0.049191455,0.042003653,0.048260168,1.01622489,1.109516413,0.853881075,0.981068119,0.218051848,0.870358601,43,372,1 
 496,2,0.040955893,0.035797206,0.040338863,0.965619902,1.061631727,0.874042873,0.984934296,2.882797679,0.887412365,33,255,1 
 559,2,0.04645767,0.039218057,0.045738953,1.007525092,1.106164525,0.844167533,0.98452964,0.232169595,0.857432319,46,321,1 
 511,2,0.044140992,0.034873982,0.043358383,0.961070247,1.084312544,0.790058867,0.982270248,3.571688009,0.804319248,53,204,1 
 674,2,0.050408131,0.042521247,0.047685037,1.146131973,1.232398614,0.843539455,0.945979076,4.548386973,0.891710479,47,328,1 
 522,2,0.036905915,0.030861184,0.036367908,0.956147981,1.056094157,0.836212405,0.985422183,0.417910426,0.848582891,44,184,1 
 509,2,0.041969161,0.036282461,0.041219712,0.990665958,1.089557345,0.864502876,0.982142857,0.319331435,0.88022111,38,154,1 
 549,2,0.050845382,0.046173192,0.049893695,0.957364874,1.023042789,0.908109841,0.981282723,5.001255875,0.925431397,50,181,1 
 1526,1,0.02814854,0.024550808,0.024550808,1.565114021,1.565114021,0.87218762,0.87218762,1,1,39,391,1 
 554,2,0.037706298,0.032805542,0.037163213,0.982867958,1.079221993,0.870028185,0.985596953,0.337410115,0.882742365,55,260,1 
 504,2,0.061972646,0.05194179,0.060420141,1.011654716,1.098984055,0.838140582,0.974948542,0.183431967,0.859676738,35,293,1 
 509,2,0.062115472,0.052138638,0.060588577,1.012944729,1.1008746,0.839382465,0.975418436,0.181106222,0.86053578,35,303,1 
 468,2,0.043517389,0.037553064,0.042820984,0.966030568,1.070007639,0.862943865,0.983997083,0.335448798,0.876978072,44,233,1 
 753,2,0.025755666,0.022016734,0.024614514,0.981064347,1.020096059,0.854830692,0.955693164,1.86131406,0.894461448,34,408,1 
 740,2,0.025631507,0.024495426,0.025248856,0.993734904,1.004209576,0.955676388,0.985071078,0.466666667,0.970159829,55,180,1 
 1514,2,0.02704124,0.023512675,0.023512675,1.498933027,1.498933027,0.869511726,0.869511726,1,1,41,427,1 
 1533,4,0.052211132,0.036954256,0.037395943,1.871300315,1.880119235,0.707784994,0.716244626,0.658823489,0.988188907,37,164,1 
 1496,1,0.026939673,0.023184898,0.023184898,1.478037234,1.478037234,0.860622837,0.860622837,1,1,46,279,1 
 523,2,0.056547511,0.051010169,0.05518451,1.044759872,1.10625314,0.9020763,0.975896354,5.300913077,0.924356665,37,292,1 
 1515,1,0.027942104,0.023470723,0.023470723,1.496258594,1.496258594,0.839976932,0.839976932,1,1,37,267,1 
 1509,1,0.028060007,0.023556813,0.023569499,1.501746808,1.506728738,0.839515571,0.839967687,1,0.999461745,40,445,1 
 752,2,0.024973488,0.024491845,0.02468905,1.010532119,1.014424004,0.980713837,0.988610405,2.090163946,0.992012458,38,277,1 
 519,13,0.091649987,0.062142779,0.077806371,1.246418804,1.372008427,0.678044597,0.848951249,0.321212121,0.798684963,100,105,1 
 586,43,0.099321613,0.063900795,0.08553018,1.254990911,1.433205882,0.643372501,0.861143685,0.247474747,0.747113997,100,103,1 
 895,99,0.036007995,0.022061628,0.031154544,1.11716309,1.242709472,0.612686926,0.865211873,1.517857237,0.708135134,100,434,1 
 874,99,0.079842419,0.046248114,0.06230817,1.622590934,1.886963018,0.579242401,0.780389301,0.695906468,0.742248004,100,357,1 
 1038,13,0.016313581,0.016077752,0.016227487,1.024956709,1.044285997,0.985544022,0.994722546,1,0.99077278,100,445,1 
 1578,155,0.077904148,0.059554093,0.063693952,2.300093292,2.472264959,0.76445343,0.81759384,2.288288288,0.935003902,100,302,1 
 2231,5,0.17028283,0.087228955,0.100907651,3.313683244,3.678687901,0.512259254,0.592588525,0.480532222,0.864443425,100,668,1 
 973,4,0.073337217,0.043643895,0.055863175,1.466242782,1.652842737,0.595112502,0.761730223,3.559025533,0.781264133,51,166,1 
 2147,117,0.042088542,0.034706146,0.034899622,2.212516527,2.24309917,0.824598429,0.829195308,1,0.994456216,100,21,1 
 798,2,0.025346791,0.023387829,0.023630322,1.042160488,1.046138444,0.922713611,0.932280595,1.861313869,0.989738085,33,235,1 
 1490,1,0.026240561,0.023398389,0.023700361,1.491647283,1.52133424,0.891687812,0.903195657,1,0.987258747,25,43,1 
 1461,1,0.027286549,0.023162619,0.023577975,1.476616937,1.511963353,0.848865821,0.864087853,1,0.982383699,58,188,1 
 791,3,0.02447242,0.020379443,0.022624109,0.982313992,1.018466915,0.832751423,0.924473717,1.64516129,0.900784314,45,64,1 
 1593,4,0.034497415,0.02551111,0.02551111,1.626333287,1.626333287,0.739507882,0.739507882,1,1,51,218,1 
 1448,2,0.031007321,0.023198388,0.023624741,1.478897232,1.512319936,0.748158401,0.761908491,1,0.981953095,36,212,1 
 778,2,0.024294554,0.017161771,0.023964088,0.928595006,1.028203102,0.706404037,0.98639753,1.356383037,0.716145383,54,431,1 
 1240,3,0.032074624,0.020318122,0.023818455,1.295280249,1.385552857,0.633464052,0.742594963,1,0.853041138,28,206,1 
 814,13,0.028479174,0.021027123,0.023174139,1.033622452,1.070003293,0.738333333,0.813722312,0.62745098,0.907352941,61,395,1 
 732,2,0.02862102,0.025719684,0.026296911,1.0069466,1.01376554,0.898629186,0.918797126,0.443137255,0.978049627,49,637,1 
 2105,43,0.119058802,0.083038596,0.089372055,3.300024673,3.617423605,0.697458692,0.750654744,0.482940456,0.929133796,89,240,1 
 596,2,0.054971168,0.052395743,0.053663445,1.077653568,1.116951482,0.953149534,0.976210737,6.013769554,0.976376819,48,730,1 
 1701,1,0.043213002,0.027490513,0.027490513,1.752520225,1.752520225,0.636163014,0.636163014,1,1,56,211,1 
 1033,16,0.015927478,0.015918048,0.015918048,1.014775557,1.014775557,0.99940792,0.99940792,1,1,100,216,1 
 571,8,0.034208683,0.031092352,0.033766638,0.954337785,1.029317932,0.908902341,0.987077985,2.729703059,0.920800945,100,167,1 
 637,19,0.029384154,0.025894147,0.02854576,0.980256261,1.034692869,0.881228251,0.971467806,1.879310345,0.907110092,98,238,1 
 1567,25,0.048805104,0.031537802,0.032430132,1.825410419,1.869897916,0.646198839,0.664482381,1.202830218,0.972484533,97,245,1 
 845,21,0.030094548,0.01841014,0.027255278,1.019714881,1.161000993,0.611743346,0.905654994,0.877637131,0.675470626,100,157,1 
 689,8,0.030356983,0.017932821,0.029694243,0.909250741,1.04562597,0.590731321,0.978168455,0.794759825,0.603915735,100,197,1 
 1134,7,0.038556117,0.020610236,0.023217312,1.260273732,1.344320299,0.534551656,0.602169336,0.921568618,0.887709859,100,204,1 
 1280,9,0.057136349,0.035327138,0.036786546,1.632466618,1.680926229,0.618295336,0.643837892,1.868899091,0.96032766,75,376,1 
 582,2,0.064246575,0.035106783,0.047019686,0.96197035,1.070277404,0.5464382,0.731862917,0.290574339,0.746640099,30,66,1 
 1258,18,0.049017732,0.033122128,0.034094484,1.567008761,1.60044449,0.675717264,0.695554081,1.765105797,0.971480554,100,766,1 
 1535,7,0.029744161,0.024746547,0.024746547,1.577592376,1.577592376,0.831980008,0.831980008,1,1,61,679,1 
 632,15,0.031838511,0.025392001,0.029907108,1.004207737,1.098028432,0.797524752,0.939337534,1.553846154,0.849028941,100,166,1 
 1232,13,0.037660684,0.024941799,0.026474593,1.401745522,1.45423744,0.662276851,0.702976961,0.788235294,0.942103209,100,159,1 
 1496,1,0.025317353,0.023414226,0.024219681,1.492656714,1.540592034,0.924829133,0.956643468,1,0.966743792,15,16,1 
 1535,1,0.02600211,0.023803777,0.023803777,1.517490804,1.517490804,0.915455594,0.915455594,1,1,25,309,1 
 462,2,0.097428215,0.052050658,0.06959362,0.970309633,1.059514873,0.534246244,0.714306633,4.338071842,0.747922837,27,99,1 
 1480,1,0.026424162,0.023945309,0.023949176,1.526513449,1.53009,0.906189927,0.906336279,1,0.999838524,30,140,1 
 1505,1,0.026749597,0.024208745,0.024208745,1.543307511,1.543307511,0.905013456,0.905013456,1,1,31,307,1 
 867,2,0.029003783,0.022893065,0.026242073,1.085588022,1.135950353,0.789313076,0.904781043,0.592156863,0.87238021,39,360,1 
 556,2,0.040098358,0.038135264,0.039585529,0.971752405,1.037292585,0.951043025,0.987210719,0.275423729,0.963363755,69,166,1 
 1274,2,0.036124945,0.031089267,0.031370024,1.545724158,1.551257205,0.860603873,0.868375695,0.639215686,0.991050162,36,603,1 
 1933,1,0.036329226,0.030688915,0.030987946,1.956418121,1.978385515,0.844744531,0.852975659,1,0.990350102,36,446,1 
 642,2,0.051229148,0.047929582,0.049957409,1.075182053,1.114932206,0.935592033,0.975175495,5.946074811,0.959408884,77,814,1 
 637,11,0.032280408,0.028018834,0.030342459,1.053853637,1.173313014,0.86798263,0.939965155,0.481481438,0.923420007,84,508,1 
 1194,2,0.038588752,0.034652051,0.035988253,1.565921782,1.587522334,0.897983193,0.932609929,0.549019608,0.962871148,40,456,1 
 1955,1,0.036240006,0.030963546,0.03119018,1.973925833,1.992404593,0.854402358,0.860656055,1,0.992733802,39,474,1 
 1867,1,0.034212594,0.029482819,0.029833333,1.879529478,1.900853374,0.861753378,0.871998568,1,0.988250909,39,469,1 
 1949,1,0.036746957,0.030794826,0.03125628,1.963170144,1.989114099,0.838023837,0.850581441,1,0.985236448,34,472,1 
 1921,2,0.03602225,0.030364229,0.030614695,1.935719395,1.953982459,0.842929844,0.849882933,1,0.991818769,29,332,1 
 1894,1,0.035003434,0.029929894,0.03015854,1.908030528,1.925954386,0.855055952,0.861588049,1,0.992418538,16,199,1 
 628,2,0.042485135,0.037955546,0.041447311,1.02423942,1.095376676,0.893384161,0.975572072,4.829515275,0.915754138,81,595,1 
 1947,1,0.03693558,0.030865997,0.03108325,1.967707062,1.984437973,0.835671096,0.841553031,1,0.993010618,29,306,1 
 738,2,0.025666676,0.024094726,0.025096152,0.985372338,1.010518524,0.938755229,0.977771799,0.46109769,0.960096446,33,317,1 
 744,5,0.025442137,0.023511908,0.024759598,0.98174822,1.011485882,0.924132605,0.973172897,0.471352605,0.949607832,34,357,1 
 1605,1,0.028283454,0.02521153,0.025313914,1.607235023,1.61782697,0.891387928,0.895007875,1,0.995955402,33,350,1 
 812,2,0.087492391,0.056648684,0.06520322,1.553912152,1.735946179,0.647469837,0.745244469,0.321936812,0.868801935,35,136,1 
 1931,1,0.035044893,0.030658151,0.030704426,1.954457102,1.961837083,0.874825067,0.876145517,1,0.998492887,24,287,1 
 751,2,0.02474264,0.022594382,0.024378207,0.982592909,1.011235651,0.913175876,0.98527102,0.517647059,0.926827094,36,53,1 
 1981,1,0.036148648,0.031465306,0.031487339,2.00591326,2.011549192,0.870442138,0.871051639,1,0.999300269,17,171,1 
 2007,1,0.037265387,0.031890633,0.031913945,2.033027823,2.038753808,0.855770857,0.856396445,1,0.999269512,34,346,1 
 1899,4,0.034776237,0.030115072,0.030125727,1.91983582,1.92344933,0.865966936,0.866273345,1,0.99964629,35,397,1 
 500,2,0.089984317,0.083460086,0.087943628,0.976898707,1.009295651,0.927495908,0.977321721,9.038461538,0.949018003,35,289,1 
 1517,1,0.031857514,0.024011086,0.02517285,1.530706714,1.575360058,0.753702422,0.790169934,1,0.95384852,48,288,1 
 1515,2,0.033326128,0.024540894,0.025754245,1.564482,1.61408861,0.736386005,0.772794397,1,0.952887351,48,447,1 
 1533,1,0.033136658,0.025047033,0.025089862,1.59674836,1.598311794,0.755870819,0.757163324,1,0.998292964,43,440,1 
 1513,1,0.029211498,0.024395476,0.024395476,1.555211565,1.555211565,0.835132641,0.835132641,1,1,32,381,1 
 1545,1,0.028865198,0.024976775,0.024976775,1.592269398,1.592269398,0.865290273,0.865290273,1,1,26,453,1 
 669,4,0.090847162,0.082048081,0.083749301,1.469941576,1.523507247,0.903144136,0.921870305,0.227979275,0.979686764,64,514,1 
 1429,1,0.026462792,0.023880813,0.023880813,1.522401812,1.522401812,0.902429835,0.902429835,1,1,19,58,1 
 1529,1,0.028704516,0.024781676,0.024879818,1.579831857,1.591374397,0.863337178,0.866756216,1,0.996055363,12,41,1 
 1524,1,0.029394846,0.024634712,0.024634712,1.570462887,1.570462887,0.838062284,0.838062284,1,1,27,91,1 
 1523,1,0.029162734,0.024714884,0.024716785,1.575573871,1.578112507,0.847481738,0.847546909,1,0.999923106,38,118,1 
 739,2,0.026213039,0.02473861,0.025485647,0.99783482,1.007154103,0.943752077,0.972250753,0.462745098,0.970687936,45,545,1 
 1017,58,0.070010995,0.051667847,0.060322427,1.602929779,1.806503231,0.737996174,0.861613624,0.321568627,0.856527977,100,53,1 
 861,106,0.053419189,0.039963779,0.047534273,1.31828172,1.454062209,0.748116543,0.889835172,2.865168688,0.84073609,100,30,1 
 775,59,0.073269708,0.057579078,0.066096638,1.376042381,1.481352324,0.785851064,0.902100464,0.255319149,0.871134752,100,96,1 
 864,54,0.077742755,0.058970478,0.069645544,1.529857007,1.677301727,0.75853342,0.895846107,0.291304348,0.846722907,100,89,1 
 954,62,0.067126988,0.051857759,0.059384012,1.586831009,1.721783083,0.772532189,0.884651824,0.356223176,0.873261285,100,143,1 
 732,29,0.101245164,0.0661944,0.081780534,1.306889101,1.405029192,0.653803084,0.807747566,0.190283401,0.809415109,100,579,1 
 1122,2,0.062482755,0.035330606,0.046181083,1.674404153,2.012483636,0.565445703,0.73910125,1.103964495,0.765044983,100,343,1 
 572,29,0.122929091,0.082552657,0.099863198,1.352219999,1.437654683,0.671546961,0.812364244,0.220994475,0.826657459,100,157,1 
 898,31,0.076430852,0.057917913,0.067402599,1.481536588,1.596700713,0.757781863,0.88187685,0.250980392,0.859283088,100,177,1 
 761,63,0.057649125,0.044883962,0.052752508,1.232582636,1.341533275,0.778571429,0.915061728,0.274509804,0.850840336,100,167,1 
 640,3,0.05574122,0.053003752,0.054050092,1.102950735,1.126967405,0.950889703,0.969661082,6.292285321,0.980641299,57,558,1 
 848,28,0.069968389,0.051818591,0.062755556,1.390919782,1.524253038,0.740600024,0.896912977,3.750000393,0.825721161,100,252,1 
 924,53,0.049649544,0.040480533,0.045919125,1.425434052,1.586304491,0.815325385,0.924864992,0.405737705,0.881561517,100,121,1 
 891,32,0.039071824,0.032749329,0.036867926,1.274279085,1.377811509,0.838182773,0.943593685,0.439215686,0.888287815,100,254,1 
 798,54,0.045241906,0.035571526,0.042099542,1.234467373,1.400981587,0.786251701,0.930543054,2.515463999,0.844938552,100,506,1 
 951,32,0.041986304,0.036291331,0.039763004,1.37667095,1.482818181,0.864361155,0.947047005,2.361111162,0.91269087,100,561,1 
 868,25,0.044967003,0.036343634,0.041877056,1.332670345,1.496322554,0.808228952,0.931284112,0.445378151,0.867865071,100,115,1 
 782,22,0.035672364,0.032585332,0.034707675,1.185126655,1.275785748,0.913461538,0.97295696,0.429752066,0.938850922,100,159,1 
 269,15,0.075369554,0.071211434,0.074277681,0.961354365,1.015772896,0.944830247,0.985513078,3,0.958719136,100,589,1 
 1452,33,0.043371403,0.029249623,0.03460297,1.692970689,1.814503586,0.674398816,0.797829155,0.831372549,0.845292268,100,719,1 
 1601,16,0.04330481,0.034118589,0.035929761,1.873125659,1.96081554,0.787870661,0.829694462,0.711790785,0.949591322,100,379,1 
 380,31,0.080711019,0.062174245,0.072981317,1.008718221,1.098470091,0.770331559,0.90422991,5.036364072,0.851920015,27,492,1 
 807,14,0.030138492,0.018806593,0.026734557,0.982448573,1.090744954,0.62400576,0.887056897,1.440677966,0.703456298,100,692,1 
 779,26,0.029158957,0.019139053,0.026525094,0.965683149,1.069039575,0.656369614,0.909672275,1.526946108,0.721545145,100,446,1 
 1543,1,0.026490325,0.023977767,0.023977767,1.528582674,1.528582674,0.905151865,0.905151865,1,1,33,414,1 
 1024,3,0.015775453,0.01577327,0.01577327,1.005545935,1.005545935,0.999861592,0.999861592,1,1,37,112,1 
 515,2,0.072805747,0.06706494,0.071613095,0.972810125,1.018573479,0.92114899,0.983618714,0.1375,0.936489899,38,509,1 
 1529,1,0.026999735,0.023762466,0.023762466,1.514857184,1.514857184,0.880099962,0.880099962,1,1,39,558,1 
 502,2,0.036872255,0.033121716,0.036395633,0.954797258,1.033335037,0.898282897,0.987073707,2.389492208,0.910046423,56,177,1 
 534,2,0.040356521,0.034149284,0.039609725,0.989564205,1.10095677,0.846190007,0.981495047,3.09843409,0.86214394,59,641,1 
 2148,4,0.077061903,0.037658117,0.046143043,2.40070493,2.732703163,0.488673587,0.598778925,1,0.816116878,100,790,1 
 791,2,0.028441014,0.019577489,0.02561885,0.980622464,1.065480317,0.68835413,0.900771312,1.545454545,0.764183007,48,661,1 
 547,2,0.058344371,0.04284606,0.047156515,1.040293215,1.118750296,0.734364934,0.808244477,0.223522474,0.908592579,32,304,1 
 512,2,0.040503072,0.034433884,0.039803617,0.982599418,1.093475367,0.850154867,0.982730816,2.941536305,0.865094341,51,446,1 
 648,2,0.037173803,0.031490142,0.036575234,1.011501271,1.121352749,0.847105731,0.983898078,3.489932747,0.860968987,91,534,1 
 607,2,0.035388076,0.030218347,0.034881277,0.979762768,1.089186916,0.853913245,0.985678828,3.219428695,0.866319962,85,243,1 
 739,2,0.025549703,0.024656015,0.025358017,0.994503344,1.003783741,0.965021602,0.992497522,2.161016949,0.972316384,31,418,1 
 727,2,0.026954881,0.025222332,0.026479828,0.993513825,1.008212247,0.935724114,0.982375991,2.236842105,0.95251118,35,294,1 
 753,4,0.024825297,0.023766474,0.024440061,0.99678467,1.005920552,0.95734902,0.984482119,2.04,0.972439216,28,217,1 
 779,2,0.02293154,0.021971562,0.022808182,0.992892122,1.006587559,0.958137255,0.994620607,1.821428571,0.963319328,100,23,1 
 920,4,0.031840473,0.027194441,0.029259388,1.22323196,1.286231623,0.854084082,0.918936968,0.545097985,0.929426186,53,176,1 
 712,5,0.028252658,0.024490413,0.027991747,0.976315911,1.014873759,0.8668357,0.99076507,2.198275862,0.874915483,64,267,1 
 1534,4,0.063278179,0.044437756,0.047177576,2.044805006,2.116042168,0.702260349,0.745558366,1.770833333,0.941925381,81,275,1 
 622,2,0.042995169,0.035956859,0.041079507,1.135260275,1.243315443,0.836299984,0.955444731,0.34709586,0.875299174,41,155,1 
 582,2,0.032604349,0.030380514,0.032252397,0.95195456,1.022269973,0.931793302,0.989205365,2.686046633,0.941961431,79,352,1 
 1504,4,0.056708999,0.023792052,0.023874295,1.516743341,1.527666308,0.419546328,0.42099659,1,0.996555171,100,1043,1 
 1478,3,0.034397102,0.024131134,0.024341702,1.538359783,1.559016305,0.701545559,0.707667248,1,0.991349481,78,251,1 
 889,3,0.030738349,0.025729467,0.02832322,1.173380346,1.234285492,0.837047777,0.92142944,0.556862745,0.908423088,45,513,1 
 1657,6,0.031901766,0.025960262,0.025960262,1.654966682,1.654966682,0.813756248,0.813756248,1,1,38,355,1 
 1557,1,0.028152442,0.024600753,0.024600753,1.568298034,1.568298034,0.87384083,0.87384083,1,1,29,208,1 
 786,3,0.023099395,0.020196002,0.022749132,0.977368575,1.018775809,0.874308698,0.984836686,0.611764706,0.887770236,28,168,1 
 740,2,0.025991461,0.024785609,0.02539063,0.999730549,1.007733926,0.953605849,0.976883532,0.462745098,0.976171486,29,173,1 
 818,4,0.031659811,0.028075977,0.030155936,1.138991324,1.172475905,0.88680178,0.952498938,0.466666667,0.931026528,47,393,1 
 1677,1,0.038970252,0.027478148,0.027478148,1.751731949,1.751731949,0.705105729,0.705105729,1,1,72,356,1 
 628,2,0.053279565,0.049257504,0.052013133,1.063832221,1.107534249,0.924510246,0.976230444,0.159509874,0.947020504,44,672,1 
 2088,1,0.038941639,0.032543891,0.032543891,2.074673059,2.074673059,0.835709343,0.835709343,1,1,48,351,1 
 1588,1,0.032793261,0.025122084,0.025122084,1.601532833,1.601532833,0.766074587,0.766074587,1,1,47,259,1 
 1523,1,0.031972972,0.024625703,0.024625703,1.569888587,1.569888587,0.770203768,0.770203768,1,1,50,368,1 
 1498,1,0.030656496,0.024132945,0.024132945,1.538475224,1.538475224,0.787204921,0.787204921,1,1,52,330,1 
 1735,1,0.034112042,0.027694892,0.028247897,1.765549184,1.815335491,0.81188024,0.828091668,1,0.980423149,36,372,1 
 769,2,0.032181334,0.025477672,0.026114796,1.051207252,1.059538502,0.791690968,0.811488913,2.090163946,0.975602939,79,355,1 
 502,2,0.058922053,0.050707056,0.057330495,1.018365198,1.115314151,0.860578565,0.972988757,0.200018701,0.884469176,49,519,1 
 1501,3,0.024500684,0.023293642,0.023293642,1.484969654,1.484969654,0.950734333,0.950734333,1,1,75,518,1 
 1526,3,0.025946116,0.024576288,0.024576288,1.566738388,1.566738388,0.947204921,0.947204921,1,1,67,408,1 
 441,4,0.072950932,0.061845982,0.070836767,1.004975564,1.08651824,0.847775077,0.971019365,5.894118167,0.873077414,64,312,1 
